,business_id,name,complaint_words,complaint_coeff,complaint_sample_reviews,complaint_stars,praise_words,praise_coeff,praise_sample_reviews,praise_stars
28,6a4gLLFSgr-Q6CZXDLzBGQ,Cochon,salty,-0.547904968,"I don't get why people come here. The food is salty and uninspired the servers are rude and slow. My friend got food poisoning, so we won't be giving it another shot. Just no.",1,go nola,0.56410087,"Absolutely delicious!!! The alligator was amazing (even though really spicy, but still you cannot miss it); and the oysters, the best I've ever had in my life! The gumbo wasn't that good, but still fine. I cannot say other thing that GO if you are in NOLA! There are a lot of tables, and they are close to each other, which is totally fine in a restaurant that seems so popular for great food. The service, excellent. All the waiters were super nice. What else? I will repeat for sure!",5
29,6a4gLLFSgr-Q6CZXDLzBGQ,Cochon,rude,-0.875198364,"I don't get why people come here. The food is salty and uninspired the servers are rude and slow. My friend got food poisoning, so we won't be giving it another shot. Just no.",1,amazing oysters,0.468405693,Amazing. Had the oysters and crocodile- delicious! Then the broccoli salad and pork belly.,5
30,iSRTaT9WngzB8JJ2YKJUig,Mother's Restaurant,place dirty,-0.67199707,"This place was dirty,  rude,  no flavor,  and cold food!  Very disappointed to have spent our last night with a disgusting meal.  Our food was pit on wrong table, the server grabbed it and put it on our table after the people poked around on it!",1,boy delicious,0.681475753,Waited in line outside for lunch. So glad someone told us not to be deterred if there was a line because it goes fast. It was well worth the (shorter than expected) wait. I had the ferdi po boy. It was delicious! I had a bite of my brother in law's gumbo and instantly had order envy! I will get a bowl of gumbo next time! Everyone at our table loved their food. I recommend this place for sure!,5
31,iSRTaT9WngzB8JJ2YKJUig,Mother's Restaurant,rude service,-1.154052734,"Absolutely trash! Avoid this place! 
1. Rude service
2. Unseasoned food
3. Severely overrated, tourist trap!",1,best poboy,-0.200146154,"Incredible food! I had the Ferdi Special, which was the best Po'boy I had in New Orleans, by far. The line was very long outside, but don't let that fool you. The line moved quick, and we were ordering our food within 15 minutes. Everyone was very nice! Wait staff was extremely attentive. There are many signs that ask you not to tip, but I couldn't leave without doing so! I will be back here every time I visit the great city of New Orleans!",5
32,iSRTaT9WngzB8JJ2YKJUig,Mother's Restaurant,worse,-0.538330078,"This place blows...I think that it relies solely on its reputation.  Fried catfish is horrible...with only two lousy pieces.  Fried chicken is even worse.  The batter has no flavor.  Cabbage is gross and potato salad was horrible.  The sweet potato pie?  Wasn't baked...some kind of ready made concoction.  

Only good thing?  The biscuit.  This is one big tourist trap...don't waste your money!",1,authentic cajun,0.51359212,"If you are looking for authentic cajun food, you will find it at Mother's Restaurant.  Mother's isn't fancy but has a simple feel, with friendly customer service and great food.  That's why you are going - because of the food.  I highly recommend the jambalaya and shrimp etouffee!  This place is on my list every time I'm in New Orleans.",5
33,ac1AeYqs8Z4_e2X5M3if2A,Oceana Grill,poisoning,-1.169921875,"Worst meal I've ever been served, anywhere, ever.

I got the special, tuna stuffed with crab cake.  Sounds delicious, but my tuna tasted rotten in the first bite, so fishy I instantly, and instinctively, got the feeling I shouldn't keep going because this clearly could give me food poisoning, ok... be brave, keep trying (I really want to enjoy my first meal in the French quarter), second bite wasn't as rotten fishy.... but what the, what's all the sinew like strings I'm trying to cut through?  Try the other end, same issue, I can't even get a clean piece of tuna cut from this sinew stringy mess.  This was clearly the tail end of some lower grade tuna that was starting to turn.

Waitress, she'd get a 5 star, she was very kind.  The disgusted meal didn't effect her tip, it wasn't her fault.  

Manager that took his sweet time to come see the crap I was served, he would get 0 stars.  He was so short, curt, and inhospitable.  His lack of care for this customer is probably why I'd decided to leave a review.  I'm sure he doesn't care anyway.

My husband asked for the bill, minus my meal, which was inedible.  He told the waitress to get us our bill, minus my meal.  

The crab cakes and oceanas famous oysters are fine, but nothing to write home about, and not all they are hyped up to be.   

I'm very sincerely worried I may end up sick from the few bites of rotten tuna I ate, it's only been a couple hours since eating and I have felt queazy since.  SMH.",1,service errol,0.650188998,"We were only in Nola for 3 days and ate breakfast there twice!  The service Errol gave us was awesome!  Personally, the biscuits and grave were beyond my expectations!  Soo delicious!  The bloody Marys were also fabulous!",5
34,ac1AeYqs8Z4_e2X5M3if2A,Oceana Grill,sick,-0.99420166,"Worst meal I've ever been served, anywhere, ever.

I got the special, tuna stuffed with crab cake.  Sounds delicious, but my tuna tasted rotten in the first bite, so fishy I instantly, and instinctively, got the feeling I shouldn't keep going because this clearly could give me food poisoning, ok... be brave, keep trying (I really want to enjoy my first meal in the French quarter), second bite wasn't as rotten fishy.... but what the, what's all the sinew like strings I'm trying to cut through?  Try the other end, same issue, I can't even get a clean piece of tuna cut from this sinew stringy mess.  This was clearly the tail end of some lower grade tuna that was starting to turn.

Waitress, she'd get a 5 star, she was very kind.  The disgusted meal didn't effect her tip, it wasn't her fault.  

Manager that took his sweet time to come see the crap I was served, he would get 0 stars.  He was so short, curt, and inhospitable.  His lack of care for this customer is probably why I'd decided to leave a review.  I'm sure he doesn't care anyway.

My husband asked for the bill, minus my meal, which was inedible.  He told the waitress to get us our bill, minus my meal.  

The crab cakes and oceanas famous oysters are fine, but nothing to write home about, and not all they are hyped up to be.   

I'm very sincerely worried I may end up sick from the few bites of rotten tuna I ate, it's only been a couple hours since eating and I have felt queazy since.  SMH.",1,best waiter,0.428856603,"AMAZING courtyard and brunch. Food was delicious and drinks were great. Errol is the best waiter. Great guy - love that southern hospitality. Thanks Errol, you rock!",5
35,ac1AeYqs8Z4_e2X5M3if2A,Oceana Grill,nightmares,1.00604248,Had the chicken fettuccine Alfredo and fried shrimp. The shrimp had too much breading and the Alfredo was too hot. Complained and they still left it on the bill after the manager insulted is. Will never come here again. This is why this place was on kitchen nightmares,1,omg good,0.495033609,"Yesterday marks my 3rd time to dine here. All 3 times were amazing!!! Service was amazing as well!! Crawfish Entoufe, Gumbo, Gator Tail Bites, Crab cake omg good, the signature plate fish entre, mash potatoes, Greens ( Wow this was a game changer), oysters on the shell...Everything was amazing!!! I have told many people to please stop by. They will not be disappointed. Im a fan and will return on my many trips.",5
36,_ab50qdWOk0DdB6XOrBitw,Acme Oyster House,waste,-0.542879105,"A friend insisted we go here because it was apparently amazing 30 years ago when she last was in New Orleans. It may have been so back then but now it is is horrible.
They don't take reservations (most don't-no problem), but by the enormous line outside you would think it was the bomb. Oh, it ""bombs"" alright!
After waiting 30 minutes in line, we waited 45 for our food in an environment which I would call unsanitary. Probably a good thing most dishes are deep fried and would kill any potential pathogen!
The food was at best mediocre. This is a raw bar and fried food-in-a-basket kind of place. The fried crawfish and shrimp (po boy) were not great quality. The etouffee was the worst we had all week. It was like a thin brown beef gravy with tiny frozen shrimp from a bag. (Chef: etouffee is supposed to be a thick flavorful stew, btw). 
Waste of time and money. There are too many good restaurants in NOLA to waste time here.
If you want this type of menu, Remoulade on Bourbon was orders of magnitude better in quality, taste and cleanliness.",1,line scare,0.261948303,"Was in New Orleans for a week and eat here every day. Have been here many times before and its always been great. 
I'm always surprised the see/read that people don't try the oysters???
Its an oyster bar?? Its what they are famous for. 
Get the chargrilled oysters, even if you think you don't like oysters. You can get a half dozen to try, then you'll order a few dozen more. 
Also, don't let the line scare you off. It goes quick and they walk it, pulling out groups based on number in party and table or bar seating preference.",5
37,_ab50qdWOk0DdB6XOrBitw,Acme Oyster House,horrible,-0.928385735,"got poisoned actually from their raw oysters! Despite that horrible day after, that day was a good experience!",1,changed life,0.506298206,Absolutely amazing food! The boo fries changed my life,5
38,_ab50qdWOk0DdB6XOrBitw,Acme Oyster House,business,-0.086744308,Manager did not want to accommodate our larger party, borderline rude. Lost my business forever.,hands best oysters,0.543251496,"Hands down the best oysters that I have EVER had. The charbroiled oysters are served with a melted cheese, butter, seasoning combo that is to die for. We plan to visit several times while here",5
39,oBNrLz4EDhiscSlbOl8uAw,Ruby Slipper - New Orleans,terrible,-1.142632033,"Cockroaches and crappy bar service

To the tourist reading this thinking about going here - save your money and go somewhere else! Don't be deceived by the high reviews - it's a tourist trap. Went there for brunch today and service was terrible. We came for the good food and reviews but left very disappointed. Bar servers don't have any listening skills and do the absolute bare minimum. We asked for a regular orange juice, they gave us a mimosa (making it seem like it was on the house). There were literally german-sized cockroaches on the bar table, and I'm not exaggerating. Makes you wonder how clean your food was prepared. And the food was seriously overhyped - our hotel breakfast was waay better. The place is dirty, not a place to consider visiting. They don't even deserve one star, if I could rate 0 stars I would.",1,server freddie awesome,0.187008119,Awesome eggs Benedict and bloody Mary's. Fast and friendly service from our server Freddie! He was awesome! Nice atmosphere.,5
40,oBNrLz4EDhiscSlbOl8uAw,Ruby Slipper - New Orleans,horrible,-0.769662862,"The food  is horrible! Bland  and not original  New  Orleans  food, just  over priced and overrated! You can stop anyone  that's from there  and ask for  any seafood  and  they'll point  you  in  the right  direction   Native  of  New  Orleans  but wanted  to  give  this  place a try and  NEVER  again!",1,freddie great server,-0.081918658,Food was great and they easily accommodated our group of 7. Try the corn beef hash. Overall our favorite. Freddie was a great server. Highly recommend. We will be back.,5
41,oBNrLz4EDhiscSlbOl8uAw,Ruby Slipper - New Orleans,worst,-1.284907816,It sucks worst biscuits I ever had and extremely pricey for the poor quality of food I will never go back.,1,service freddie,-0.114884632,"Great food, awesome service from Freddie. A definite must try when you come to the city.",5
42,oBNrLz4EDhiscSlbOl8uAw,Ruby Slipper - New Orleans,rude,-1.347993486,"This place has the rudest server I think I have ever had the displeasure to encounter, Theresa S. As we are ordering, the waitress mutters ""Jesus Christ"" under her breath. Very unaccommodating for swapping sides for the low carb eaters at our table, offering no alternative for fries and fruit. She would ask ""Is everything alright"" and ""Do you need anything else"" without actually stopping at our table. She charged us for every little thing, i.e. sour cream, instead of trying to make up for her bad attitude. The food was subpar, poorly seasoned, and dressed (with condiments) inadequately. We didn't even have the appropriate utensils for the food we ordered, i.e. no spoon for a side of grits. I would NEVER recommend this place as well, would not patronize this place again myself.",1,jerry,0.626717759,"JERRY JERRY JERRY!!!!!!!

Jerry took great care of us. Made us feel welcomed from the very beginning of of experience at ruby slippers.Jerry even went out of his way to fit my large group feel comfortable.The food was great, great service. I highly recommend Ruby slippers when in New Orleans",5
43,oBNrLz4EDhiscSlbOl8uAw,Ruby Slipper - New Orleans,manager,-0.423619253,"After making a reservation and being told to arrive at 1135, we were not seated until 1:35. First of all, we were seated next to the outside trash dumpsters. We were eventually moved but unfortunately the service was not good for the following reasons:
1. Wait for Mimosa was 30 minutes. The waitress forgot.
2. The pecan pancakes were lukewarm at best.
3. The manager obviously thought we wanted a free meal. He made a comment about the meal already being consumed.
4. Waitress kept forgetting items: ice, coke, powder sugar, lemons, extra napkins. Very disappointing.",1,loved loved,0.464941027,"OMG!!! Loved Loved this place. The breakfast was spot on I had the Shrimp and Grits with the biscuit and it was just what I was hoping for. Our waitress suggested adding the cheese to the grits and it is a must. This made for the perfect savory breakfast, but if you like sweet they have that too. I tried a bite of the French toast my partner ordered. It was heavenly, but after Tasting the shrimp & grits I didn't want anything more. I had to fend my partner off with my fork....

Our server, Erin C. was excellent she was spot on with suggestion, friendly, and very personable. She made us feel welcomed while dining with our 3yr old and definitely earned every bit of her tip. We love New Orleans and will definitely return. I highly recommend this place for breakfast/ brunch.",5
